allocate_magic_factory_count,case_name,chip_cell_count,code_distance,compile_info_path,diagnostic_condition,diagnostic_family,diagnostic_patch_sha256,diagnostic_path_latency_added_weight,diagnostic_path_latency_dependency_depth,diagnostic_path_latency_factor,elapsed_seconds,estimated_execution_time_sec,factory_count,factory_plus_ban_cell_count,fixed_logical_workload_match,gate_count,gate_depth,gnu_time_max_rss_kb,gnu_time_swaps,machine_type,magic_factory_count,magic_generation_period,magic_state_consumption_count,magic_state_consumption_depth,maximum_magic_state_stock,measurement_feedback_count,measurement_feedback_depth,minimum_initial_free_neighbors,molecule,optimized_ir_hash,path_latency_factor,pf_label,physical_qubits,qasm_hash,qret_core_library_hash,qret_executable_hash,qubit_volume,reaction_time,rotation_precision,runtime,runtime_estimation_magic_state_consumption_count,runtime_estimation_magic_state_consumption_depth,runtime_topology_overhead,runtime_without_topology,source_cache_key,source_compile_yaml,status,topology_hash,topology_path,usable_non_factory_cell_count,weighted_cnot_distance,weighted_nearest_factory_distance,weighted_nearest_factory_distance_mean,workload_ignored_fields,dependency_depth_change_pct_vs_family_reference,physical_dependency_depth_change_pct_vs_family_reference,qubit_volume_change_pct_vs_family_reference,dependency_depth_change_pct_vs_fixed_latency_same_topology,reference_penalty_amplification_percentage_points
4,h4_p1e-02_placement_perimeter_latency0,96,13,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h4_p1e-02_placement_perimeter_latency0.json,perimeter,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,145740,0,1.2772226370871067,1.903954,4,4,True,233643,77833,96736,0,Dim2,4,15,11716,10176,10000,11716,10176,2,H4,a1ace4d59abc1087de57110bf2afac5bb3c13c599d0d9d8929992f48cde6013d,0,4th(new_2),32448,8690906cc9b138208b404e19cbe63537f4939ef24d3a0bfd4144174f03d90e82,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,1926134,1,0.01,146458,175740,152640,49,146409,f964909bc189bf5c,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H4_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/f964909bc189bf5c/compile.yaml,ok,cac8dbb57c55bcb617166397de939e0e3e90ad0e3a09588e1332ec877f820447,configs/topologies/logical_placement_h4_h7/h4_perimeter_numeric.yaml,96,129672,51,5.666666666666667,[],0.0,0.0,8.983188560616684,0.0,0.0
4,h4_p1e-02_placement_perimeter_latency1,96,13,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h4_p1e-02_placement_perimeter_latency1.json,perimeter,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,162935,294434,1,1.268116284161806,1.903954,4,4,True,233643,77833,96680,0,Dim2,4,15,11716,10176,10000,11716,10176,2,H4,a1ace4d59abc1087de57110bf2afac5bb3c13c599d0d9d8929992f48cde6013d,1,4th(new_2),32448,8690906cc9b138208b404e19cbe63537f4939ef24d3a0bfd4144174f03d90e82,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,1926134,1,0.01,146458,175740,152640,49,146409,f964909bc189bf5c,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H4_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/f964909bc189bf5c/compile.yaml,ok,cac8dbb57c55bcb617166397de939e0e3e90ad0e3a09588e1332ec877f820447,configs/topologies/logical_placement_h4_h7/h4_perimeter_numeric.yaml,96,129672,51,5.666666666666667,[],44.78034676396252,44.78034676396252,8.983188560616684,102.02689721421709,44.78034676396252
4,h4_p1e-02_routing_remote_latency0,88,13,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h4_p1e-02_routing_remote_latency0.json,remote,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,145740,0,1.243559380993247,1.90333,4,12,True,233643,77833,96668,0,Dim2,4,15,11716,10176,10000,11716,10176,2,H4,a1ace4d59abc1087de57110bf2afac5bb3c13c599d0d9d8929992f48cde6013d,0,4th(new_2),29744,8690906cc9b138208b404e19cbe63537f4939ef24d3a0bfd4144174f03d90e82,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,1767368,1,0.01,146410,175740,152640,1,146409,f964909bc189bf5c,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H4_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/f964909bc189bf5c/compile.yaml,ok,315a9390da3b3a5dbc285e590ac377395bb16ae7aa603235963466268f5f092b,configs/topologies/routing_capacity_h4_h7_4th/h4_remote_ban_control.yaml,88,71644,25,2.7777777777777777,[],0.0,0.0,0.0,0.0,0.0
4,h4_p1e-02_routing_remote_latency1,88,13,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h4_p1e-02_routing_remote_latency1.json,remote,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,63441,203366,1,1.2482464937493205,1.90333,4,12,True,233643,77833,96568,0,Dim2,4,15,11716,10176,10000,11716,10176,2,H4,a1ace4d59abc1087de57110bf2afac5bb3c13c599d0d9d8929992f48cde6013d,1,4th(new_2),29744,8690906cc9b138208b404e19cbe63537f4939ef24d3a0bfd4144174f03d90e82,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,1767368,1,0.01,146410,175740,152640,1,146409,f964909bc189bf5c,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H4_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/f964909bc189bf5c/compile.yaml,ok,315a9390da3b3a5dbc285e590ac377395bb16ae7aa603235963466268f5f092b,configs/topologies/routing_capacity_h4_h7_4th/h4_remote_ban_control.yaml,88,71644,25,2.7777777777777777,[],0.0,0.0,0.0,39.54027720598325,0.0
4,h4_p1e-02_routing_choke_latency0,88,13,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h4_p1e-02_routing_choke_latency0.json,choke,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,145740,0,1.2724182857200503,1.9034339999999998,4,12,True,233643,77833,96604,0,Dim2,4,15,11716,10176,10000,11716,10176,2,H4,a1ace4d59abc1087de57110bf2afac5bb3c13c599d0d9d8929992f48cde6013d,0,4th(new_2),29744,8690906cc9b138208b404e19cbe63537f4939ef24d3a0bfd4144174f03d90e82,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,1883794,1,0.01,146418,175740,152640,9,146409,f964909bc189bf5c,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H4_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/f964909bc189bf5c/compile.yaml,ok,0cf3e9073dfccfd36197c2417f5abea0509a5b07354b6379e4d2050bd691f273,configs/topologies/routing_capacity_h4_h7_4th/h4_central_choke.yaml,88,122940,25,2.7777777777777777,[],0.0,0.0,6.5875358159704245,0.0,0.0
4,h4_p1e-02_routing_choke_latency1,88,13,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h4_p1e-02_routing_choke_latency1.json,choke,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,123829,259611,1,1.2775839548557997,1.9034339999999998,4,12,True,233643,77833,96548,0,Dim2,4,15,11716,10176,10000,11716,10176,2,H4,a1ace4d59abc1087de57110bf2afac5bb3c13c599d0d9d8929992f48cde6013d,1,4th(new_2),29744,8690906cc9b138208b404e19cbe63537f4939ef24d3a0bfd4144174f03d90e82,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,1883794,1,0.01,146418,175740,152640,9,146409,f964909bc189bf5c,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H4_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/f964909bc189bf5c/compile.yaml,ok,0cf3e9073dfccfd36197c2417f5abea0509a5b07354b6379e4d2050bd691f273,configs/topologies/routing_capacity_h4_h7_4th/h4_central_choke.yaml,88,122940,25,2.7777777777777777,[],27.657032148933446,27.657032148933446,6.5875358159704245,78.1329765335529,27.657032148933446
4,h7_p1e-05_placement_compact_latency0,96,17,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_placement_compact_latency0.json,compact,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,8868400,0,77.06557671912014,150.81889999999999,4,4,True,11208072,5365005,3563220,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,0,4th(new_2),55488,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,149140855,1,1e-05,8871700,29575590,27924150,838,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,bb768c16d14f78d234f19052507c5d3f3272b6c1566d7f43ddbd8afd76007d34,configs/topologies/logical_placement_h4_h7/h7_compact_interaction_aware.yaml,96,1182008,51,3.4,[],0.0,0.0,0.0,0.0,0.0
4,h7_p1e-05_placement_compact_latency1,96,17,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_placement_compact_latency1.json,compact,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,3427927,12072197,1,77.19565168488771,150.81889999999999,4,4,True,11208072,5365005,3563248,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,1,4th(new_2),55488,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,149140855,1,1e-05,8871700,29575590,27924150,838,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,bb768c16d14f78d234f19052507c5d3f3272b6c1566d7f43ddbd8afd76007d34,configs/topologies/logical_placement_h4_h7/h7_compact_interaction_aware.yaml,96,1182008,51,3.4,[],0.0,0.0,0.0,36.12598664922646,0.0
4,h7_p1e-05_placement_perimeter_latency0,96,17,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_placement_perimeter_latency0.json,perimeter,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,8868400,0,80.20699255727232,150.810128,4,4,True,11208072,5365005,3601708,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,0,4th(new_2),55488,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,157129647,1,1e-05,8871184,29575590,27924150,322,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,f2584efe3bcef1dc4d9d361bd68374e25847ed13ebdf14a290f0f37767d5ab4a,configs/topologies/logical_placement_h4_h7/h7_perimeter_numeric.yaml,96,1930468,84,5.6,[],0.0,0.0,5.356541639780721,0.0,0.0
4,h7_p1e-05_placement_perimeter_latency1,96,17,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_placement_perimeter_latency1.json,perimeter,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,10684464,18914138,1,80.36601228732616,150.810128,4,4,True,11208072,5365005,3603004,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,1,4th(new_2),55488,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,157129647,1,1e-05,8871184,29575590,27924150,322,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,f2584efe3bcef1dc4d9d361bd68374e25847ed13ebdf14a290f0f37767d5ab4a,configs/topologies/logical_placement_h4_h7/h7_perimeter_numeric.yaml,96,1930468,84,5.6,[],56.67519342171106,56.67519342171106,5.356541639780721,113.27565287988813,56.67519342171106
4,h7_p1e-05_routing_remote_latency0,88,17,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_routing_remote_latency0.json,remote,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,8868400,0,76.46223623305559,150.81889999999999,4,12,True,11208072,5365005,3563340,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,0,4th(new_2),50864,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,149140743,1,1e-05,8871700,29575590,27924150,838,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,b7f1cf25a11aac64a2323378407f2c25142f5880d25ac4760a480643901df037,configs/topologies/routing_capacity_h4_h7_4th/h7_remote_ban_control.yaml,88,1254584,51,3.4,[],0.0,0.0,0.0,0.0,0.0
4,h7_p1e-05_routing_remote_latency1,88,17,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_routing_remote_latency1.json,remote,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,3427823,12072194,1,76.47043150942773,150.81889999999999,4,12,True,11208072,5365005,3563288,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,1,4th(new_2),50864,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,149140743,1,1e-05,8871700,29575590,27924150,838,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,b7f1cf25a11aac64a2323378407f2c25142f5880d25ac4760a480643901df037,configs/topologies/routing_capacity_h4_h7_4th/h7_remote_ban_control.yaml,88,1254584,51,3.4,[],0.0,0.0,0.0,36.125952821252994,0.0
4,h7_p1e-05_routing_choke_latency0,88,17,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_routing_choke_latency0.json,choke,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,8868400,0,78.14711476396769,150.832857,4,12,True,11208072,5365005,3611224,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,0,4th(new_2),50864,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,152131437,1,1e-05,8872521,29575590,27924150,1659,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,3a298e9c1304b15933be2545e12282b21f35e8c44cba6398beabf0ab9467e028,configs/topologies/routing_capacity_h4_h7_4th/h7_central_choke.yaml,88,2106344,51,3.4,[],0.0,0.0,2.0052830231642282,0.0,0.0
4,h7_p1e-05_routing_choke_latency1,88,17,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_routing_choke_latency1.json,choke,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,5500465,14056913,1,78.09479356463999,150.832857,4,12,True,11208072,5365005,3611408,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,1,4th(new_2),50864,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,152131437,1,1e-05,8872521,29575590,27924150,1659,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,3a298e9c1304b15933be2545e12282b21f35e8c44cba6398beabf0ab9467e028,configs/topologies/routing_capacity_h4_h7_4th/h7_central_choke.yaml,88,2106344,51,3.4,[],16.44041671298524,16.44041671298524,2.0052830231642282,58.505626719588655,16.44041671298524
4,h7_p1e-02_placement_compact_latency0,96,15,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_placement_compact_latency0.json,compact,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,1384426,0,13.849627807736397,20.788155,4,4,True,2349396,702551,961856,0,Dim2,4,15,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,0,4th(new_2),43200,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,26424216,1,0.01,1385877,346350,312780,684,1385193,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,bb768c16d14f78d234f19052507c5d3f3272b6c1566d7f43ddbd8afd76007d34,configs/topologies/logical_placement_h4_h7/h7_compact_interaction_aware.yaml,96,1182008,51,3.4,[],0.0,0.0,0.0,0.0,0.0
4,h7_p1e-02_placement_compact_latency1,96,15,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_placement_compact_latency1.json,compact,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,953111,2259896,1,13.699667581357062,20.788155,4,4,True,2349396,702551,961464,0,Dim2,4,15,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,1,4th(new_2),43200,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,26424216,1,0.01,1385877,346350,312780,684,1385193,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,bb768c16d14f78d234f19052507c5d3f3272b6c1566d7f43ddbd8afd76007d34,configs/topologies/logical_placement_h4_h7/h7_compact_interaction_aware.yaml,96,1182008,51,3.4,[],0.0,0.0,0.0,63.23703831046223,0.0
4,h7_p1e-02_placement_perimeter_latency0,96,15,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_placement_perimeter_latency0.json,perimeter,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,1384426,0,14.434514979831874,20.77758,4,4,True,2349396,702551,961756,0,Dim2,4,15,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,0,4th(new_2),43200,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,27983622,1,0.01,1385172,346350,312780,-21,1385193,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,f2584efe3bcef1dc4d9d361bd68374e25847ed13ebdf14a290f0f37767d5ab4a,configs/topologies/logical_placement_h4_h7/h7_perimeter_numeric.yaml,96,1930468,84,5.6,[],0.0,0.0,5.901427690418526,0.0,0.0
4,h7_p1e-02_placement_perimeter_latency1,96,15,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_placement_perimeter_latency1.json,perimeter,placement,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,1765214,3028246,1,14.453726992942393,20.77758,4,4,True,2349396,702551,961884,0,Dim2,4,15,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,1,4th(new_2),43200,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,27983622,1,0.01,1385172,346350,312780,-21,1385193,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,f2584efe3bcef1dc4d9d361bd68374e25847ed13ebdf14a290f0f37767d5ab4a,configs/topologies/logical_placement_h4_h7/h7_perimeter_numeric.yaml,96,1930468,84,5.6,[],33.99935218257832,33.99935218257832,5.901427690418526,118.7365738580466,33.99935218257832
4,h7_p1e-02_routing_remote_latency0,88,15,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_routing_remote_latency0.json,remote,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,0,1384426,0,13.696013597771525,20.78814,4,12,True,2349396,702551,961688,0,Dim2,4,15,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,0,4th(new_2),39600,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,26424253,1,0.01,1385876,346350,312780,683,1385193,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,b7f1cf25a11aac64a2323378407f2c25142f5880d25ac4760a480643901df037,configs/topologies/routing_capacity_h4_h7_4th/h7_remote_ban_control.yaml,88,1254584,51,3.4,[],0.0,0.0,0.0,0.0,0.0
4,h7_p1e-02_routing_remote_latency1,88,15,artifacts/surface_code_distance_sensitive_latency_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_routing_remote_latency1.json,remote,routing,f7a0cfe2b4216da0cc25faa565d2f5eb44684edd03200ced8a6572ed353b69d7,953131,2259898,1,13.776991959661245,20.78814,4,12,True,2349396,702551,961528,0,Dim2,4,15,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,1,4th(new_2),39600,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,11dce635b256ba0bab4c0d10c235fd7773aa0bf0f130b0d48914db3f1f4e2b58,e97b4eaf3c53baa592fe8bc27bd3217fddfd45c233446f8b9cabc7ae6544db8a,26424253,1,0.01,1385876,346350,312780,683,1385193,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,b7f1cf25a11aac64a2323378407f2c25142f5880d25ac4760a480643901df037,configs/topologies/routing_capacity_h4_h7_4th/h7_remote_ban_control.yaml,88,1254584,51,3.4,[],0.0,0.0,0.0,63.23718277466619,0.0
