case_name,molecule,pf_label,topology_variant,total_lattice_surgery_magic_ops,final_factory_symbol_counts,final_factory_coordinate_counts,missing_factory_symbol_count,candidate_field_names_used,confidence,input_json_size_bytes,topology_path,sample_instruction_paths
H4_four_factory_m0_center_schema_probe,H4,4th(new_2),four_factory_m0_center,184600,"{""0"":54270,""1"":21789,""2"":54271,""3"":54270}","{""(0,0)"":21789,""(4,4)"":54270,""(9,0)"":54271,""(9,9)"":54270}",0,"{""mtarget"":184600}",high,234601065,configs/topologies/factory_symbol_perm_m0_center.yaml,"[""$.program[17]"",""$.program[22]"",""$.program[27]"",""$.program[32]"",""$.program[37]"",""$.program[41]"",""$.program[45]"",""$.program[50]"",""$.program[54]"",""$.program[58]"",""$.program[62]"",""$.program[66]""]"
