allocate_magic_factory_count,case_name,chip_cell_count,code_distance,compile_info_path,elapsed_seconds,estimated_execution_time_sec,factory_count,factory_plus_ban_cell_count,fixed_logical_workload_match,gate_count,gate_depth,gnu_time_max_rss_kb,gnu_time_swaps,machine_type,magic_factory_count,magic_generation_period,magic_state_consumption_count,magic_state_consumption_depth,maximum_magic_state_stock,measurement_feedback_count,measurement_feedback_depth,minimum_initial_free_neighbors,molecule,optimized_ir_hash,pf_label,physical_qubits,qasm_hash,qret_core_library_hash,qret_executable_hash,qubit_volume,reaction_time,rotation_precision,runtime,runtime_estimation_magic_state_consumption_count,runtime_estimation_magic_state_consumption_depth,runtime_topology_overhead,runtime_without_topology,source_cache_key,source_compile_yaml,status,topology_hash,topology_path,usable_non_factory_cell_count,weighted_cnot_distance,weighted_nearest_factory_distance,weighted_nearest_factory_distance_mean,workload_ignored_fields,runtime_change_pct_vs_f4_period15,physical_runtime_change_pct_vs_f4_period15,qubit_volume_change_pct_vs_f4_period15,factory_three_penalty_pct_at_same_period,period_30_penalty_pct_at_same_factory_count,factory_period_interaction_percentage_points
4,h5_p1e-05_f4_period15,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h5_p1e-05_f4_period15.json,15.762250141240656,31.834365,4,4,True,2652189,1285963,820696,0,Dim2,4,15,475906,451262,10000,475906,451262,2,H5,be867c2d23c889f82e0ad84860ad4cefeb908e09452eaa30a2b3a5b04b5e3b4d,4th(new_2),43200,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,26955487,1,1e-05,2122291,7138590,6768930,26,2122265,36f8bb9ebf40ede2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/36f8bb9ebf40ede2/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.0,0.0,0.0,0.0,0.0,21.21086077409773
4,h5_p1e-05_f4_period30,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h5_p1e-05_f4_period30.json,17.363872651942074,53.53998,4,4,True,2652189,1285963,848620,0,Dim2,4,30,475906,451262,10000,475906,451262,2,H5,be867c2d23c889f82e0ad84860ad4cefeb908e09452eaa30a2b3a5b04b5e3b4d,4th(new_2),43200,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,43444466,1,1e-05,3569332,14277180,13537860,1,3569331,36f8bb9ebf40ede2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/36f8bb9ebf40ede2/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",68.18296831113169,68.18296831113169,61.17114114836806,0.0,68.18296831113169,21.21086077409773
3,h5_p1e-02_f3_period15,96,13,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h5_p1e-02_f3_period15.json,3.2319657392799854,4.741607,3,4,True,577166,189431,233396,0,Dim2,3,15,18938,17284,10000,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5234658,1,0.01,364739,284070,259260,1,364738,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,5ee3c27fc2907003b60a7c6ad206cf6509115a121a461277d739a52bcfc0eaa3,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_3.yaml,96,210628,37,3.3636363636363638,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.6698646470445269,0.6698646470445269,0.5052856562195229,0.6698646470445269,0.0,0.6503959420947059
3,h5_p1e-02_f3_period30,96,13,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h5_p1e-02_f3_period30.json,3.254732104949653,4.868552,3,4,True,577166,189431,233696,0,Dim2,3,30,18938,17284,10000,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5329137,1,0.01,374504,568140,518520,1,374503,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,5ee3c27fc2907003b60a7c6ad206cf6509115a121a461277d739a52bcfc0eaa3,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_3.yaml,96,210628,37,3.3636363636363638,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",3.36505553224844,3.36505553224844,2.3192797860201564,1.3202605891392327,2.67725688780196,0.6503959420947059
4,h5_p1e-02_f4_period15,96,13,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h5_p1e-02_f4_period15.json,3.184378383681178,4.710056,4,4,True,577167,189431,233004,0,Dim2,4,15,18938,17284,10000,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5208341,1,0.01,362312,284070,259260,1,362311,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.0,0.0,0.0,0.0,0.0,0.6503959420947059
4,h5_p1e-02_f4_period30,96,13,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h5_p1e-02_f4_period30.json,3.193540251813829,4.805111999999999,4,4,True,577167,189431,233152,0,Dim2,4,30,18938,17284,10000,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5279425,1,0.01,369624,568140,518520,1,369623,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",2.0181501026739435,2.0181501026739435,1.3648107909985052,0.0,2.0181501026739435,0.6503959420947059
3,h6_p1e-05_f3_period15,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h6_p1e-05_f3_period15.json,40.414116291329265,76.911405,3,4,True,5796159,2770341,1746356,0,Dim2,3,15,1025480,966388,10000,1025480,966388,2,H6,523b0f82114685895d9f5b9afbdcab89ceb6b664e989851224ded58fcb6f3124,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,75800351,1,1e-05,5127427,15382200,14495820,1,5127426,6aed3bb02388754d,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/6aed3bb02388754d/compile.yaml,ok,f2542fb0ada0a94c6a86db80ed7f93aad7f6fa6ecb67d6526506aa5473f39cb8,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_3.yaml,96,529804,45,3.4615384615384617,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",12.04331456266976,12.04331456266976,11.841655553375773,12.04331456266976,0.0,21.289914754738735
3,h6_p1e-05_f3_period30,96,17,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h6_p1e-05_f3_period30.json,45.29247493483126,174.332144,3,4,True,5796159,2770341,1884248,0,Dim2,3,30,1025480,966388,10000,1025480,966388,2,H6,523b0f82114685895d9f5b9afbdcab89ceb6b664e989851224ded58fcb6f3124,4th(new_2),55488,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,142431250,1,1e-05,10254832,30764400,28991640,1,10254831,6aed3bb02388754d,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/6aed3bb02388754d/compile.yaml,ok,f2542fb0ada0a94c6a86db80ed7f93aad7f6fa6ecb67d6526506aa5473f39cb8,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_3.yaml,96,529804,45,3.4615384615384617,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",124.08614838657516,153.96430150478517,110.1539978691755,33.333229317408495,99.9995709348958,21.289914754738735
4,h6_p1e-05_f4_period15,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h6_p1e-05_f4_period15.json,39.73576456680894,68.64435,4,4,True,5796160,2770341,1735944,0,Dim2,4,15,1025480,966388,10000,1025480,966388,2,H6,523b0f82114685895d9f5b9afbdcab89ceb6b664e989851224ded58fcb6f3124,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,67774704,1,1e-05,4576290,15382200,14495820,5,4576285,6aed3bb02388754d,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/6aed3bb02388754d/compile.yaml,ok,dcaa5d62b6443e537c3140ebc4328f76ab7a90470c0ea7ca8c4aaff84c39eb36,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_4.yaml,96,529804,43,3.3076923076923075,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.0,0.0,0.0,0.0,0.0,21.289914754738735
4,h6_p1e-05_f4_period30,96,17,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h6_p1e-05_f4_period30.json,42.818801677785814,130.74921,4,4,True,5796160,2770341,1796204,0,Dim2,4,30,1025480,966388,10000,1025480,966388,2,H6,523b0f82114685895d9f5b9afbdcab89ceb6b664e989851224ded58fcb6f3124,4th(new_2),55488,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,109448141,1,1e-05,7691130,30764400,28991640,1,7691129,6aed3bb02388754d,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/6aed3bb02388754d/compile.yaml,ok,dcaa5d62b6443e537c3140ebc4328f76ab7a90470c0ea7ca8c4aaff84c39eb36,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_4.yaml,96,529804,43,3.3076923076923075,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",68.06474240050346,90.4733747205706,61.4881873921574,0.0,68.06474240050346,21.289914754738735
