allocate_magic_factory_count,case_name,chip_cell_count,code_distance,compile_info_path,elapsed_seconds,estimated_execution_time_sec,factory_count,factory_plus_ban_cell_count,fixed_logical_workload_match,gate_count,gate_depth,gnu_time_max_rss_kb,gnu_time_swaps,machine_type,magic_factory_count,magic_generation_period,magic_state_consumption_count,magic_state_consumption_depth,maximum_magic_state_stock,measurement_feedback_count,measurement_feedback_depth,minimum_initial_free_neighbors,molecule,optimized_ir_hash,pf_label,physical_qubits,qasm_hash,qret_core_library_hash,qret_executable_hash,qubit_volume,reaction_time,rotation_precision,runtime,runtime_estimation_magic_state_consumption_count,runtime_estimation_magic_state_consumption_depth,runtime_topology_overhead,runtime_without_topology,source_cache_key,source_compile_yaml,status,topology_hash,topology_path,usable_non_factory_cell_count,weighted_cnot_distance,weighted_nearest_factory_distance,weighted_nearest_factory_distance_mean,workload_ignored_fields,runtime_change_pct_vs_f4_period15,physical_runtime_change_pct_vs_f4_period15,qubit_volume_change_pct_vs_f4_period15,factory_three_penalty_pct_at_same_period,period_30_penalty_pct_at_same_factory_count,factory_period_interaction_percentage_points
3,h6_p1e-02_f3_period15,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h6_p1e-02_f3_period15.json,7.5019513964653015,10.745804999999999,3,4,True,1216051,363605,502168,0,Dim2,3,15,17330,15290,10000,17330,15290,2,H6,abc66fbd6086523edeb4a89160b6962b2d8c530e36a4c66c572dc77569acc3c7,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,12092117,1,0.01,716387,259950,229350,1,716386,596f1aabdd3d6ec2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/596f1aabdd3d6ec2/compile.yaml,ok,f2542fb0ada0a94c6a86db80ed7f93aad7f6fa6ecb67d6526506aa5473f39cb8,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_3.yaml,96,529804,45,3.4615384615384617,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.48969274620702663,0.48969274620702663,0.3598544879186205,0.48969274620702663,0.0,0.5374793047661308
3,h6_p1e-02_f3_period30,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h6_p1e-02_f3_period30.json,7.5184169402346015,10.969005,3,4,True,1216051,363605,502724,0,Dim2,3,30,17330,15290,10000,17330,15290,2,H6,abc66fbd6086523edeb4a89160b6962b2d8c530e36a4c66c572dc77569acc3c7,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,12263942,1,0.01,731267,519900,458700,1,731266,596f1aabdd3d6ec2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/596f1aabdd3d6ec2/compile.yaml,ok,f2542fb0ada0a94c6a86db80ed7f93aad7f6fa6ecb67d6526506aa5473f39cb8,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_3.yaml,96,529804,45,3.4615384615384617,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",2.5769537211598914,2.5769537211598914,1.785934966414393,1.0271720509731574,2.077089617762473,0.5374793047661308
4,h6_p1e-02_f4_period15,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h6_p1e-02_f4_period15.json,7.648404848761857,10.693439999999999,4,4,True,1216052,363605,502516,0,Dim2,4,15,17330,15290,10000,17330,15290,2,H6,abc66fbd6086523edeb4a89160b6962b2d8c530e36a4c66c572dc77569acc3c7,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,12048759,1,0.01,712896,259950,229350,-176,713072,596f1aabdd3d6ec2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/596f1aabdd3d6ec2/compile.yaml,ok,dcaa5d62b6443e537c3140ebc4328f76ab7a90470c0ea7ca8c4aaff84c39eb36,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_4.yaml,96,529804,43,3.3076923076923075,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.0,0.0,0.0,0.0,0.0,0.5374793047661308
4,h6_p1e-02_f4_period30,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h6_p1e-02_f4_period30.json,7.606440531089902,10.857479999999999,4,4,True,1216052,363605,502716,0,Dim2,4,30,17330,15290,10000,17330,15290,2,H6,abc66fbd6086523edeb4a89160b6962b2d8c530e36a4c66c572dc77569acc3c7,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,12176418,1,0.01,723832,519900,458700,1,723831,596f1aabdd3d6ec2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/596f1aabdd3d6ec2/compile.yaml,ok,dcaa5d62b6443e537c3140ebc4328f76ab7a90470c0ea7ca8c4aaff84c39eb36,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_4.yaml,96,529804,43,3.3076923076923075,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",1.5340245982583767,1.5340245982583767,1.0595199057430005,0.0,1.5340245982583767,0.5374793047661308
3,h7_p1e-05_f3_period15,96,17,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_f3_period15.json,82.66816820763052,167.59550299999998,3,4,True,11208071,5365005,3374460,0,Dim2,3,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,4th(new_2),55488,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,166257499,1,1e-05,9858559,29575590,27924150,1,9858558,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,42ef00059500974a541fcd20bf039bbc9528f6ecb3941add64f2c4dbc04dae84,configs/topologies/accessible_factory_count_h4_h7_4th/h7_factory_count_3.yaml,96,1182008,53,3.533333333333333,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",11.123674154897035,11.123674154897035,11.476831080256321,11.123674154897035,0.0,22.20958930116603
3,h7_p1e-05_f3_period30,96,17,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_f3_period30.json,92.21876671351492,335.190683,3,4,True,11208071,5365005,3639560,0,Dim2,3,30,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,4th(new_2),55488,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,314091135,1,1e-05,19717099,59151180,55848300,1,19717098,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,42ef00059500974a541fcd20bf039bbc9528f6ecb3941add64f2c4dbc04dae84,configs/topologies/accessible_factory_count_h4_h7_4th/h7_factory_count_3.yaml,96,1182008,53,3.533333333333333,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",122.24713414565417,122.24713414565417,110.6003314785878,33.333263456063065,99.9998072740651,22.20958930116603
4,h7_p1e-05_f4_period15,96,17,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_f4_period15.json,81.29559330176562,150.81889999999999,4,4,True,11208072,5365005,3355364,0,Dim2,4,15,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,4th(new_2),55488,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,149140855,1,1e-05,8871700,29575590,27924150,838,8870862,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,bb768c16d14f78d234f19052507c5d3f3272b6c1566d7f43ddbd8afd76007d34,configs/topologies/accessible_factory_count_h4_h7_4th/h7_factory_count_4.yaml,96,1182008,51,3.4,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.0,0.0,0.0,0.0,0.0,22.20958930116603
4,h7_p1e-05_f4_period30,96,17,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_f4_period30.json,88.25944405049086,251.39314399999998,4,4,True,11208072,5365005,3470964,0,Dim2,4,30,1971706,1861610,10000,1971706,1861610,2,H7,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,4th(new_2),55488,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,240365620,1,1e-05,14787832,59151180,55848300,1,14787831,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,ok,bb768c16d14f78d234f19052507c5d3f3272b6c1566d7f43ddbd8afd76007d34,configs/topologies/accessible_factory_count_h4_h7_4th/h7_factory_count_4.yaml,96,1182008,51,3.4,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",66.68543796566611,66.68543796566611,61.1668512963802,0.0,66.68543796566611,22.20958930116603
3,h7_p1e-02_f3_period15,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_f3_period15.json,14.95618795324117,20.854184999999998,3,4,True,2349395,702551,961736,0,Dim2,3,15,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,4th(new_2),43200,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,26490942,1,0.01,1390279,346350,312780,853,1389426,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,42ef00059500974a541fcd20bf039bbc9528f6ecb3941add64f2c4dbc04dae84,configs/topologies/accessible_factory_count_h4_h7_4th/h7_factory_count_3.yaml,96,1182008,53,3.533333333333333,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.3176328057973299,0.3176328057973299,0.25251837178441594,0.3176328057973299,0.0,0.3977205467653899
3,h7_p1e-02_f3_period30,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_f3_period30.json,14.859786451794207,21.15456,3,4,True,2349395,702551,961708,0,Dim2,3,30,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,4th(new_2),43200,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,26760811,1,0.01,1410304,692700,625560,853,1409451,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,42ef00059500974a541fcd20bf039bbc9528f6ecb3941add64f2c4dbc04dae84,configs/topologies/accessible_factory_count_h4_h7_4th/h7_factory_count_3.yaml,96,1182008,53,3.533333333333333,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",1.7625662306250733,1.7625662306250733,1.2738126270236405,0.7153533525627198,1.4403583741105175,0.3977205467653899
4,h7_p1e-02_f4_period15,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_f4_period15.json,14.104167776182294,20.788155,4,4,True,2349396,702551,961800,0,Dim2,4,15,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,4th(new_2),43200,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,26424216,1,0.01,1385877,346350,312780,684,1385193,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,bb768c16d14f78d234f19052507c5d3f3272b6c1566d7f43ddbd8afd76007d34,configs/topologies/accessible_factory_count_h4_h7_4th/h7_factory_count_4.yaml,96,1182008,51,3.4,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",0.0,0.0,0.0,0.0,0.0,0.3977205467653899
4,h7_p1e-02_f4_period30,96,15,artifacts/surface_code_factory_period_interaction_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_f4_period30.json,14.371973943896592,21.004305,4,4,True,2349396,702551,961604,0,Dim2,4,30,23090,20852,10000,23090,20852,2,H7,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,4th(new_2),43200,4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,26620747,1,0.01,1400287,692700,625560,846,1399441,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,ok,bb768c16d14f78d234f19052507c5d3f3272b6c1566d7f43ddbd8afd76007d34,configs/topologies/accessible_factory_count_h4_h7_4th/h7_factory_count_4.yaml,96,1182008,51,3.4,"['runtime_estimation_magic_state_consumption_count', 'runtime_estimation_magic_state_consumption_depth']",1.039774814070804,1.039774814070804,0.7437533813680508,0.0,1.039774814070804,0.3977205467653899
