allocate_entanglement_factory_count,case_name,cnot_count_after_routing,code_distance,compile_info_path,elapsed_seconds,entanglement_consumption_count,entanglement_consumption_depth,entanglement_consumption_rate_ave,entanglement_consumption_rate_peak,entanglement_count_minus_static_cut,entanglement_factory_count,entanglement_factory_endpoint_count_topology,entanglement_generation_period,entanglement_link_count,gate_count,gate_depth,gnu_time_max_rss_kb,gnu_time_swaps,lattice_surgery_multinode_count,logical_qubits_by_plane,machine_type,magic_factory_count,magic_factory_count_topology,magic_state_consumption_count,magic_state_consumption_depth,maximum_entangled_state_stock,measurement_feedback_count,measurement_feedback_depth,molecule,move_entanglement_count,optimized_ir_hash,partition,period_invariant_workload_match,pf_label,physical_qubits,plane_count,plane_size,qasm_hash,qret_core_library_hash,qret_executable_hash,qubit_volume,qubit_volume_change_pct_vs_period_1,rotation_precision,runtime,runtime_change_pct_high_vs_low,runtime_change_pct_vs_period_1,runtime_delta_vs_period_1,runtime_estimation_entanglement_consumption_count,runtime_estimation_entanglement_consumption_depth,runtime_minus_entanglement_count_estimate,runtime_topology_overhead,runtime_without_topology,source_cache_key,source_compile_yaml,source_logical_workload_match,status,topology_hash,topology_path,total_logical_cells,usable_non_factory_cells,weighted_interplane_cnot_count,weighted_interplane_cnot_fraction,weighted_local_and_endpoint_distance
1,h4_p1e-02_high_cut_e15,4876,13,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h4_p1e-02_high_cut_e15.json,1.8357825307175517,10252,7455,0.13076864205719535,2,0,1,2,15,1,243896,53129,96416,0,32220,"{""0"": [0, 1, 2, 4], ""2"": [3, 5, 6, 7, 8]}",DistributedDim2,4,4,11716,4832,10000,11716,4832,H4,0,a1ace4d59abc1087de57110bf2afac5bb3c13c599d0d9d8929992f48cde6013d,high_cut,True,4th(new_2),65572,2,"[10, 10]",8690906cc9b138208b404e19cbe63537f4939ef24d3a0bfd4144174f03d90e82,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,1953106,9.528704440522628,0.01,156796,12.744477680625854,13.703507639649315,18897,153780,111825,3016,2656,154140,f964909bc189bf5c,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H4_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/f964909bc189bf5c/compile.yaml,True,ok,8ddfa19307fa8c434f91c84a22bcc9846935563062e6adc9fd4c12a2fa8629fe,configs/topologies/distributed_dim2_h4_h7_4th/h4_high_cut.yaml,200,194,10252,0.677683765203596,194784
1,h4_p1e-02_high_cut_e100,4876,13,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h4_p1e-02_high_cut_e100.json,3.3454911364242435,10252,7455,0.019998029846844977,2,0,1,2,100,1,243896,53129,136112,0,32220,"{""0"": [0, 1, 2, 4], ""2"": [3, 5, 6, 7, 8]}",DistributedDim2,4,4,11716,4832,10000,11716,4832,H4,0,a1ace4d59abc1087de57110bf2afac5bb3c13c599d0d9d8929992f48cde6013d,high_cut,True,4th(new_2),65572,2,"[10, 10]",8690906cc9b138208b404e19cbe63537f4939ef24d3a0bfd4144174f03d90e82,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,9764342,447.5769000628648,0.01,1025301,37.031290094944836,643.5159065693007,887402,1025200,745500,101,1,1025300,f964909bc189bf5c,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H4_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/f964909bc189bf5c/compile.yaml,True,ok,8ddfa19307fa8c434f91c84a22bcc9846935563062e6adc9fd4c12a2fa8629fe,configs/topologies/distributed_dim2_h4_h7_4th/h4_high_cut.yaml,200,194,10252,0.677683765203596,194784
1,h7_p1e-05_low_cut_e1,133464,17,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_low_cut_e1.json,6218.272381996736,94848,79801,0.016276467943991638,2,0,1,2,1,1,11302921,4286770,4400768,0,2161402,"{""0"": [0, 1, 2, 3, 4, 5, 14], ""2"": [6, 7, 8, 9, 10, 11, 12, 13]}",DistributedDim2,4,4,1971706,1496122,10000,1971706,1496122,H7,0,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,low_cut,True,4th(new_2),112132,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,197343883,0.0,1e-05,11654617,7.404447524959412,0.0,0,94848,79801,11559769,3716820,7937797,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,True,ok,f5a5d199c18142152da7071265e090f9974e7b7f363f6c695df83f3a8e097276,configs/topologies/distributed_dim2_h4_h7_4th/h7_low_cut.yaml,200,194,94848,0.4154315147692631,2258936
1,h7_p1e-05_low_cut_e15,133464,17,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_low_cut_e15.json,6187.006986275315,94848,79801,0.016276467943991638,2,0,1,2,15,1,11302921,4286770,4401052,0,2161402,"{""0"": [0, 1, 2, 3, 4, 5, 14], ""2"": [6, 7, 8, 9, 10, 11, 12, 13]}",DistributedDim2,4,4,1971706,1496122,10000,1971706,1496122,H7,0,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,low_cut,True,4th(new_2),112132,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,197343883,0.0,1e-05,11654617,7.404447524959412,0.0,0,1422720,1197015,10231897,3716820,7937797,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,True,ok,f5a5d199c18142152da7071265e090f9974e7b7f363f6c695df83f3a8e097276,configs/topologies/distributed_dim2_h4_h7_4th/h7_low_cut.yaml,200,194,94848,0.4154315147692631,2258936
1,h7_p1e-05_low_cut_e100,133464,17,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_low_cut_e100.json,6186.29340103548,94848,79801,0.016276467943991638,2,0,1,2,100,1,11302921,4286770,4400452,0,2161402,"{""0"": [0, 1, 2, 3, 4, 5, 14], ""2"": [6, 7, 8, 9, 10, 11, 12, 13]}",DistributedDim2,4,4,1971706,1496122,10000,1971706,1496122,H7,0,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,low_cut,True,4th(new_2),112132,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,197343883,0.0,1e-05,11654617,19.631893523399356,0.0,0,9484800,7980100,2169817,2160922,9493695,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,True,ok,f5a5d199c18142152da7071265e090f9974e7b7f363f6c695df83f3a8e097276,configs/topologies/distributed_dim2_h4_h7_4th/h7_low_cut.yaml,200,194,94848,0.4154315147692631,2258936
1,h7_p1e-05_high_cut_e1,89032,17,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_high_cut_e1.json,8745.058224202134,139280,101282,0.022253508007180622,2,0,1,2,1,1,11347353,3702177,4483996,0,2250266,"{""0"": [0, 1, 2, 3, 6, 7, 8], ""2"": [4, 5, 9, 10, 11, 12, 13, 14]}",DistributedDim2,4,4,1971706,1277136,10000,1971706,1277136,H7,0,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,high_cut,True,4th(new_2),112132,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,210658162,0.0,1e-05,12517577,7.404447524959412,0.0,0,139280,101282,12378297,5123626,7393951,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,True,ok,c8629e6b271b904418974b5cab4b430ebcc74d4109fabc295d12b9690388dc19,configs/topologies/distributed_dim2_h4_h7_4th/h7_high_cut.yaml,200,194,139280,0.6100423981218683,2772612
1,h7_p1e-05_high_cut_e15,89032,17,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_high_cut_e15.json,8862.080919925123,139280,101282,0.022253508007180622,2,0,1,2,15,1,11347353,3702177,4484092,0,2250266,"{""0"": [0, 1, 2, 3, 6, 7, 8], ""2"": [4, 5, 9, 10, 11, 12, 13, 14]}",DistributedDim2,4,4,1971706,1277136,10000,1971706,1277136,H7,0,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,high_cut,True,4th(new_2),112132,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,210658162,0.0,1e-05,12517577,7.404447524959412,0.0,0,2089200,1519230,10428377,5123626,7393951,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,True,ok,c8629e6b271b904418974b5cab4b430ebcc74d4109fabc295d12b9690388dc19,configs/topologies/distributed_dim2_h4_h7_4th/h7_high_cut.yaml,200,194,139280,0.6100423981218683,2772612
1,h7_p1e-05_high_cut_e100,89032,17,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-05_high_cut_e100.json,8801.307393902913,139280,101282,0.019979001105888204,2,0,1,2,100,1,11347353,3702177,4501536,0,2250266,"{""0"": [0, 1, 2, 3, 6, 7, 8], ""2"": [4, 5, 9, 10, 11, 12, 13, 14]}",DistributedDim2,4,4,1971706,1277136,10000,1971706,1277136,H7,0,356adddd9d9d958064ddbc64722e855d34bbebb9c40a3ce060d1473e539d02c1,high_cut,True,4th(new_2),112132,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,231169954,9.737003211867012,1e-05,13942639,19.631893523399356,11.384487588931957,1425062,13928000,10128200,14639,14186,13928453,c0878f846b5e27d8,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/c0878f846b5e27d8/compile.yaml,True,ok,c8629e6b271b904418974b5cab4b430ebcc74d4109fabc295d12b9690388dc19,configs/topologies/distributed_dim2_h4_h7_4th/h7_high_cut.yaml,200,194,139280,0.6100423981218683,2772612
1,h7_p1e-02_low_cut_e1,133464,15,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_low_cut_e1.json,31.77050326578319,94848,79801,0.14750557142701626,2,0,1,2,1,1,2444245,527916,961512,0,212786,"{""0"": [0, 1, 2, 3, 4, 5, 14], ""2"": [6, 7, 8, 9, 10, 11, 12, 13]}",DistributedDim2,4,4,23090,12222,10000,23090,12222,H7,0,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,low_cut,True,4th(new_2),87300,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,25273106,0.0,0.01,1286026,-2.5085806974353586,0.0,0,94848,79801,1191178,269612,1016414,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,True,ok,f5a5d199c18142152da7071265e090f9974e7b7f363f6c695df83f3a8e097276,configs/topologies/distributed_dim2_h4_h7_4th/h7_low_cut.yaml,200,194,94848,0.4154315147692631,2258936
1,h7_p1e-02_low_cut_e15,133464,15,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_low_cut_e15.json,33.096064371056855,94848,79801,0.1321285260846156,2,0,1,2,15,1,2444245,527916,961868,0,212786,"{""0"": [0, 1, 2, 3, 4, 5, 14], ""2"": [6, 7, 8, 9, 10, 11, 12, 13]}",DistributedDim2,4,4,23090,12222,10000,23090,12222,H7,0,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,low_cut,True,4th(new_2),87300,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,27518051,8.882742785948029,0.01,1435693,46.30606961237535,11.637945111529625,149667,1422720,1197015,12973,7546,1428147,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,True,ok,f5a5d199c18142152da7071265e090f9974e7b7f363f6c695df83f3a8e097276,configs/topologies/distributed_dim2_h4_h7_4th/h7_low_cut.yaml,200,194,94848,0.4154315147692631,2258936
1,h7_p1e-02_low_cut_e100,133464,17,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_low_cut_e100.json,48.502963117323816,94848,79801,0.019996692095785015,2,0,1,2,100,1,2444245,527916,1257904,0,212786,"{""0"": [0, 1, 2, 3, 4, 5, 14], ""2"": [6, 7, 8, 9, 10, 11, 12, 13]}",DistributedDim2,4,4,23090,12222,10000,23090,12222,H7,0,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,low_cut,True,4th(new_2),112132,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,148276171,486.6954817504426,0.01,9486369,46.822214063146816,637.6498608892822,8200343,9484800,7980100,1569,115,9486254,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,True,ok,f5a5d199c18142152da7071265e090f9974e7b7f363f6c695df83f3a8e097276,configs/topologies/distributed_dim2_h4_h7_4th/h7_low_cut.yaml,200,194,94848,0.4154315147692631,2258936
1,h7_p1e-02_high_cut_e1,89032,15,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_high_cut_e1.json,38.681325329467654,139280,101282,0.22217879746204433,2,0,1,2,1,1,2488677,482867,961916,0,301650,"{""0"": [0, 1, 2, 3, 6, 7, 8], ""2"": [4, 5, 9, 10, 11, 12, 13, 14]}",DistributedDim2,4,4,23090,6554,10000,23090,6554,H7,0,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,high_cut,True,4th(new_2),87300,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,25015696,0.0,0.01,1253765,-2.5085806974353586,0.0,0,139280,101282,1114485,359194,894571,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,True,ok,c8629e6b271b904418974b5cab4b430ebcc74d4109fabc295d12b9690388dc19,configs/topologies/distributed_dim2_h4_h7_4th/h7_high_cut.yaml,200,194,139280,0.6100423981218683,2772612
1,h7_p1e-02_high_cut_e15,89032,15,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_high_cut_e15.json,42.88252714369446,139280,101282,0.13261566498738875,2,0,1,2,15,1,2488677,482867,961884,0,301650,"{""0"": [0, 1, 2, 3, 6, 7, 8], ""2"": [4, 5, 9, 10, 11, 12, 13, 14]}",DistributedDim2,4,4,23090,6554,10000,23090,6554,H7,0,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,high_cut,True,4th(new_2),87300,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,37715851,50.768745350918884,0.01,2100506,46.30606961237535,67.53586198370508,846741,2089200,1519230,11306,10394,2090112,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,True,ok,c8629e6b271b904418974b5cab4b430ebcc74d4109fabc295d12b9690388dc19,configs/topologies/distributed_dim2_h4_h7_4th/h7_high_cut.yaml,200,194,139280,0.6100423981218683,2772612
1,h7_p1e-02_high_cut_e100,89032,17,artifacts/surface_code_distributed_dim2_sweep_h4_h7_4th_paired/compile_info/h7_p1e-02_high_cut_e100.json,65.22445719316602,139280,101282,0.019999860713204396,2,0,1,2,100,1,2488677,482867,1450436,0,301650,"{""0"": [0, 1, 2, 3, 6, 7, 8], ""2"": [4, 5, 9, 10, 11, 12, 13, 14]}",DistributedDim2,4,4,23090,6554,10000,23090,6554,H7,0,027c2272b0ab1ce58c305c95183e9bc165c082fb22d9fe8566cff7982a8e38e2,high_cut,True,4th(new_2),112132,2,"[10, 10]",4406dbfd1fb59a7affb9165a4d61736887111abad5a640859ebc38f0585c6fac,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,215119024,759.9361936601724,0.01,13928097,46.822214063146816,1010.90172400729,12674332,13928000,10128200,97,1,13928096,59d0b86e7b7ab9a9,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H7_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/59d0b86e7b7ab9a9/compile.yaml,True,ok,c8629e6b271b904418974b5cab4b430ebcc74d4109fabc295d12b9690388dc19,configs/topologies/distributed_dim2_h4_h7_4th/h7_high_cut.yaml,200,194,139280,0.6100423981218683,2772612
