allocate_magic_factory_count,case_name,chip_cell_count,code_distance,compile_info_path,elapsed_seconds,estimated_execution_time_sec,factory_count,factory_plus_ban_cell_count,fixed_logical_workload_match,gate_count,gate_depth,gnu_time_max_rss_kb,gnu_time_swaps,machine_type,magic_factory_count,magic_generation_period,magic_state_consumption_count,magic_state_consumption_depth,maximum_magic_state_stock,measurement_feedback_count,measurement_feedback_depth,minimum_initial_free_neighbors,molecule,optimized_ir_hash,pf_label,physical_qubits,qasm_hash,qret_core_library_hash,qret_executable_hash,qubit_volume,reaction_time,rotation_precision,runtime,runtime_topology_overhead,runtime_without_topology,source_cache_key,source_compile_yaml,status,topology_hash,topology_path,usable_non_factory_cell_count,weighted_cnot_distance,weighted_nearest_factory_distance,weighted_nearest_factory_distance_mean,runtime_change_pct_vs_stock_10000,qubit_volume_change_pct_vs_stock_10000,runtime_reduction_pct_vs_previous_stock
4,h5_p1e-05_s1,96,15,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-05_s1.json,16.56240948755294,33.032145,4,4,True,2652189,1285963,822848,0,Dim2,4,15,475906,451262,1,475906,451262,2,H5,be867c2d23c889f82e0ad84860ad4cefeb908e09452eaa30a2b3a5b04b5e3b4d,4th(new_2),43200,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,28442760,1,1e-05,2202143,19352,2182791,36f8bb9ebf40ede2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/36f8bb9ebf40ede2/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,3.7625377481221856,5.517514856993677,
4,h5_p1e-05_s4,96,15,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-05_s4.json,16.95917841605842,32.54832,4,4,True,2652189,1285963,822232,0,Dim2,4,15,475906,451262,4,475906,451262,2,H5,be867c2d23c889f82e0ad84860ad4cefeb908e09452eaa30a2b3a5b04b5e3b4d,4th(new_2),43200,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,28000964,1,1e-05,2169888,-1118,2171006,36f8bb9ebf40ede2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/36f8bb9ebf40ede2/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,2.242717893069335,3.878531298655452,1.4647096033273077
4,h5_p1e-05_s16,96,15,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-05_s16.json,16.760799716226757,32.262164999999996,4,4,True,2652189,1285963,821928,0,Dim2,4,15,475906,451262,16,475906,451262,2,H5,be867c2d23c889f82e0ad84860ad4cefeb908e09452eaa30a2b3a5b04b5e3b4d,4th(new_2),43200,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,27690008,1,1e-05,2150811,-2675,2153486,36f8bb9ebf40ede2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/36f8bb9ebf40ede2/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,1.343830794174794,2.724940565904088,0.8791698004689597
4,h5_p1e-05_s64,96,15,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-05_s64.json,16.78446472901851,31.88565,4,4,True,2652189,1285963,821200,0,Dim2,4,15,475906,451262,64,475906,451262,2,H5,be867c2d23c889f82e0ad84860ad4cefeb908e09452eaa30a2b3a5b04b5e3b4d,4th(new_2),43200,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,27279773,1,1e-05,2125710,-676,2126386,36f8bb9ebf40ede2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/36f8bb9ebf40ede2/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,0.16109949106883903,1.2030426309864062,1.1670481506743324
4,h5_p1e-05_s10000,96,15,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-05_s10000.json,16.554470704868436,31.834365,4,4,True,2652189,1285963,821428,0,Dim2,4,15,475906,451262,10000,475906,451262,2,H5,be867c2d23c889f82e0ad84860ad4cefeb908e09452eaa30a2b3a5b04b5e3b4d,4th(new_2),43200,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,26955487,1,1e-05,2122291,26,2122265,36f8bb9ebf40ede2,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/36f8bb9ebf40ede2/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,0.0,0.0,0.16084037803839601
4,h5_p1e-02_s1,96,13,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-02_s1.json,3.116415873169899,4.76645,4,4,True,577167,189431,233656,0,Dim2,4,15,18938,17284,1,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5280124,1,0.01,366650,1177,365473,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,1.1973106052242333,1.378231571243127,
4,h5_p1e-02_s4,96,13,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-02_s4.json,3.1145591493695974,4.740424,4,4,True,577167,189431,233672,0,Dim2,4,15,18938,17284,4,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5252807,1,0.01,364648,-24,364672,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,0.6447481728454996,0.8537459432859773,0.5460248193099648
4,h5_p1e-02_s16,96,13,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-02_s16.json,3.0979177886620164,4.714268,4,4,True,577167,189431,233788,0,Dim2,4,15,18938,17284,16,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5222333,1,0.01,362636,-316,362952,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,0.08942568835699216,0.26864600455307475,0.5517649897983756
4,h5_p1e-02_s64,96,13,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-02_s64.json,3.2263950826600194,4.710056,4,4,True,577167,189431,233656,0,Dim2,4,15,18938,17284,64,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5211290,1,0.01,362312,1,362311,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,0.0,0.05662071665430979,0.08934579026903533
4,h5_p1e-02_s10000,96,13,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h5_p1e-02_s10000.json,3.24908537697047,4.710056,4,4,True,577167,189431,233332,0,Dim2,4,15,18938,17284,10000,18938,17284,2,H5,37162f0541135fde24e639924577cc2a512bdf0f6df9e5b9c74dec628cfe102a,4th(new_2),32448,e6248f75189a660f83bf043f3d95b4f557339da84775960bbbb8f0d14115e3e6,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,5208341,1,0.01,362312,1,362311,8557d3f4c12c6eeb,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H5_sto-3g_triplet_1__distance_100_charge_1_grouping__4th_new_2_/8557d3f4c12c6eeb/compile.yaml,ok,a1778d35889c9a6ab527710f91a08738f1021edd825501b045c6c862f7fdc76d,configs/topologies/accessible_factory_count_h4_h7_4th/h5_factory_count_4.yaml,96,210628,35,3.1818181818181817,0.0,0.0,0.0
4,h6_p1e-05_s1,96,15,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h6_p1e-05_s1.json,40.64453622326255,71.331465,4,4,True,5796160,2770341,1738976,0,Dim2,4,15,1025480,966388,1,1025480,966388,2,H6,523b0f82114685895d9f5b9afbdcab89ceb6b664e989851224ded58fcb6f3124,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,71327917,1,1e-05,4755431,42880,4712551,6aed3bb02388754d,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/6aed3bb02388754d/compile.yaml,ok,dcaa5d62b6443e537c3140ebc4328f76ab7a90470c0ea7ca8c4aaff84c39eb36,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_4.yaml,96,529804,43,3.3076923076923075,3.9145464994569945,5.242683169815088,
4,h6_p1e-05_s4,96,15,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h6_p1e-05_s4.json,40.89680440351367,70.29532499999999,4,4,True,5796160,2770341,1737464,0,Dim2,4,15,1025480,966388,4,1025480,966388,2,H6,523b0f82114685895d9f5b9afbdcab89ceb6b664e989851224ded58fcb6f3124,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,70252806,1,1e-05,4686355,-425,4686780,6aed3bb02388754d,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/6aed3bb02388754d/compile.yaml,ok,dcaa5d62b6443e537c3140ebc4328f76ab7a90470c0ea7ca8c4aaff84c39eb36,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_4.yaml,96,529804,43,3.3076923076923075,2.405114186382429,3.6563818854893126,1.4525707554162826
4,h6_p1e-05_s16,96,15,artifacts/surface_code_magic_stock_sweep_h4_h6_4th_paired/compile_info/h6_p1e-05_s16.json,40.65936097409576,69.59188499999999,4,4,True,5796160,2770341,1736740,0,Dim2,4,15,1025480,966388,16,1025480,966388,2,H6,523b0f82114685895d9f5b9afbdcab89ceb6b664e989851224ded58fcb6f3124,4th(new_2),43200,4f6d34061c9b4702a6a1d6a0107e7b52a7d246e50442fbf35a4d38f33f32ab76,9e39f84863d499ac71bd76c86cf88cb44d5d2e9416fb580bf6aba3aa9c49feb6,d519cdb25446cf243053e84ffa559b7e6bd7dbd66365e1488d632208616dbbf5,69432075,1,1e-05,4639459,-6427,4645886,6aed3bb02388754d,artifacts/surface_code_cache/gr/ftqc_compile_topology_qec/H6_sto-3g_singlet_distance_100_charge_0_grouping__4th_new_2_/6aed3bb02388754d/compile.yaml,ok,dcaa5d62b6443e537c3140ebc4328f76ab7a90470c0ea7ca8c4aaff84c39eb36,configs/topologies/accessible_factory_count_h4_h7_4th/h6_factory_count_4.yaml,96,529804,43,3.3076923076923075,1.3803539548411514,2.4454123768655522,1.0006924358056501
